name,city,state,star,address,bid,zip,review,thur,fri,wed,tue,mon,sat,sun
Zipps Sports Grill,Phoenix,AZ,2.5,4710 E Warner Rd,JRo3APL5f4-TEkuI-SoDcA,85044,177,11:0-0:30,11:0-2:0,11:0-0:30,11:0-0:30,0:0-0:0,11:0-17:30,11:0-17:30
WtfExp,Phoenix,AZ,4,"1024 E Buckeye Rd, Ste 180",iiuEt92eGGy_fTvywsTBbA,85034,146,7:0-21:0,7:0-21:0,7:0-16:0,7:0-21:0,7:0-16:0,10:30-16:0,11:0-19:0
Istanbul Sofra,Pittsburgh,PA,4.5,7600 Forbes Ave,PBmMvDows5HWIqrEVvNfQQ,15221,328,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-22:0
Ethel M Chocolate,Henderson,NV,3.5,2 Cactus Garden Dr,bvow46stEejfxnnqEKTAyQ,89014,565,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,0:0-0:0,8:0-20:0,8:0-20:0
Fromagination,Madison,WI,4,12 S Carroll St,OnKyFU0FsiPVd8Jwl6st6g,53703,199,10:0-18:0,10:0-19:0,10:0-18:0,10:0-18:0,10:0-18:0,8:0-18:0,11:0-17:0
Wendy's,Fort Mill,SC,1.5,7659 Charlotte Hwy,gGA055zZCftYMMC8xEWbyg,29707,12,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Smith's Food and Drug,Las Vegas,NV,2,1421 N Jones Blvd,foPp-aKIZsWcsYf5zuhcNw,89108,41,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0
Panda Express,Peoria,AZ,2.5,"20783 N 83rd Ave, Ste 106",AQ-zSfkO1gHjKC7w5vjJBw,85382,18,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,11:0-21:0
Greens and Proteins,North Las Vegas,NV,4,6180 N Decatur,isPVBCu4l3q7qsBtQPpc8Q,89084,218,8:0-22:0,9:0-19:0,8:0-19:0,8:0-22:0,9:30-16:30,9:0-19:0,8:30-14:30
Tipsy Cactus TapRoom & Bottle Shop,Mesa,AZ,4.5,"2722 S Alma School Rd, Ste 1",VlyaXele2Ln8GL_Bd9ld6A,85210,69,16:0-23:0,14:0-0:0,14:0-23:0,15:0-22:0,0:0-0:0,19:0-1:0,12:0-22:0
Simon & Joe's Eatery,Las Vegas,NV,4,"3720 W Tropicana Ave, Ste 3",3p7mUvZtYocYf8gYEENGxw,89103,51,10:0-21:0,10:0-15:0,10:0-21:0,10:0-21:0,10:0-21:0,20:0-23:0,10:0-21:0
Maggie's Farm Rum,Pittsburgh,PA,4.5,3212A Smallman St,Xn6T7Xs7-KjZDHsz0fUlCg,15201,64,11:0-22:0,11:0-22:0,11:0-19:0,CLOSED,CLOSED,11:0-22:0,12:0-18:0
Oscar's Pier 83,Glendale,AZ,4.5,"18589 N 59th Ave, Ste 111",t5nyOtnEv455rShOS_g3RA,85308,479,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-16:0,11:0-21:0,11:0-20:0
Lo-Lo's Chicken and Waffles,Las Vegas,NV,3,2040 N Rainbow Blvd,z5J9U_HU4iVLwaCH6rdC2w,89108,970,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-18:0
Chipotle Mexican Grill,North Olmsted,OH,2.5,26420 Great Northern Shop Ctr,aHDJO8v0WfTRSE2NblNpDw,44070,21,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
Mission Mahi!,Allison Park,PA,4.5,8898 Peebles Rd,m-vHeoBYXAclh-ZV56dOEw,15101,32,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Fisher's American Tavern,Solon,OH,3.5,28020 Miles Rd,mUxeC_AEDuQvuJTDA8IT_w,44139,16,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-20:0,12:0-23:0,CLOSED
Old Town Public House,Cornelius,NC,4.5,21314 Catawba Ave,1Sz2RD2iBYqxvY-6WQRcQg,28031,32,7:0-0:0,7:0-1:0,7:0-0:0,7:0-0:0,0:0-0:0,7:0-1:0,15:0-22:0
BarleyPop Tap and Shop,Madison,WI,4.5,"2045 Atwood Ave, Ste 107",PDDFy-xF8de8mKlvGm-vbg,53704,21,11:0-0:0,11:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-0:0,11:0-21:0
Swensons Drive-In,Akron,OH,4.5,658 E Cuyahoga Falls Ave,PGsrhKu41CWhs152bctWkQ,44310,251,11:0-0:0,11:0-1:30,11:0-0:0,11:0-0:0,11:0-19:30,11:0-1:30,11:0-0:0
Hot Dog on A Stick,Henderson,NV,2.5,1300 W Sunset Rd,iY7E-MZPwBuFKSMtMhCIBg,89014,29,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,11:0-18:0
KFC,Las Vegas,NV,1.5,4924 Boulder Hwy,YYRP-b61hjDljhWBfmUlDg,89121,22,10:0-22:0,10:0-23:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-22:0
IHOP,Charlotte,NC,2,134 W Woodlawn Rd,HmGFMFsrwu7UhzGjtog9NQ,28217,71,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Bombay Grille,Charlotte,NC,3.5,8706 Pineville Matthews Rd,z7NIceJU_4vSk-EJ8H6hQA,28226,131,11:0-21:30,11:0-22:30,11:0-21:30,11:0-21:30,11:0-21:30,12:0-22:30,12:0-15:0
Starbucks,Madison,WI,3.5,1 E Main St,FjJDg7ekmYGYxanzP8-efA,53703,21,4:30-21:0,4:30-22:0,4:30-21:0,4:30-21:0,4:30-21:0,4:30-20:0,4:30-21:0
19th Donut Hole,Mesa,AZ,4,"116 N Lindsay Rd, Ste 17",u9u-E8blEuyEGmtfeLA6Tg,85213,81,4:30-21:0,4:30-17:0,4:30-21:0,4:30-21:0,4:30-21:0,4:30-17:0,4:30-17:0
Walgreens,Phoenix,AZ,2.5,4111 N 24Th St,7fOZVdXQfEhZkZ9ZOcHOjA,85016,18,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,8:0-22:0,7:0-22:0,8:0-22:0
Papa Murphy's,Phoenix,AZ,4,"6825 North 16th Street, Suite 7",2_jWcWOew5DA6wR7_eH36Q,85016,26,11:0-20:0,11:0-21:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0
QuikTrip,Mesa,AZ,4,2657 S Power Rd,D2rMh87OABk4D6ciXyg48A,85209,11,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Lee's Sandwiches,Peoria,AZ,3,13686 N 75th Ave,p5xDihlQc2geUQGjO7hyIw,85381,92,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0
Jimmy John's,Mayfield Heights,OH,3,1314 Som Center Rd,oEn0Wsz_l33QfFwlw4f_cw,44124,17,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Taco Bell,Gilbert,AZ,2.5,3601 East Baseline Road,XfJCeRciI-Gz6BIw7ZbBcA,85234,25,7:0-23:0,7:0-0:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-0:0,7:0-23:0
Fiamma,Charlotte,NC,4,2418 Park Rd,JogUSDKa1xyG3lLEmD4Xjg,28263,264,17:0-22:0,17:0-23:0,17:0-22:0,17:0-22:0,0:0-0:0,17:0-23:0,17:0-22:0
Paseo Water & Ice,Scottsdale,AZ,4.5,"14676 N Frank Lloyd Wright Blvd, Ste 135",jsRZ2d7kH6dYe-o4Tey3lA,85260,12,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-17:0,11:0-17:0
El Pollo Loco,Las Vegas,NV,2,4292 Blue Diamond Rd,HewQZ7hyegytoABzApyUiA,89139,34,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
The Jackman Bar & Restaurant,Avalon,PA,3.5,918 Jackman Ave,OGVHlFHSXjHuioOvm1wVqg,15202,10,11:30-2:0,11:30-2:0,11:30-2:0,11:30-2:0,11:30-2:0,11:30-2:0,11:30-2:0
KFC,Phoenix,AZ,1.5,3914 E Chandler Blvd,6c4AW8WTpTA_xZYOrJx3Eg,85044,50,10:30-22:0,10:30-22:30,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:30,10:30-22:0
Nekter Juice Bar,Las Vegas,NV,4,"2025 Festival Plaza Dr, Ste 100",aheCcRjiUDFUyByHdmKHpQ,89135,135,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,9:0-21:0,10:0-19:0
Arby's,Pineville,NC,2.5,597 N Polk St,K7047_-at7Ydi4gl2UuS_w,28134,11,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Greenbush Bakery,Madison,WI,4.5,5225 High Crossing Blvd,13fltyuR7aLoeshGTuGSCA,53718,18,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-13:0
Village Coffee Roastery,Scottsdale,AZ,4.5,"8120 North Hayden Rd, Ste E104",6ySrrRnMB_vb1oTroNFD4A,85258,263,6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0
Starbucks,Phoenix,AZ,4.5,550 E Willetta St,iGDs2rWdw1BmfYv6yS8N4g,85004,19,4:0-20:0,4:30-20:30,4:0-20:0,4:0-20:0,4:0-20:0,4:30-20:30,4:0-20:0
Subway,Phoenix,AZ,4,4810 E Ray Rd,LIjLOrzL6Lbb_axlF2-9Iw,85044,16,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Rainbow's End Natural Foods,Las Vegas,NV,4,"1100 E Sahara Ave, Ste 120",WtsxMPURczWQY7y6cNUy8Q,89104,99,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,11:0-16:0
Sports Deli,Las Vegas,NV,3,3799 Las Vegas Blvd S,xkGquJpL_-nAg-ZDaVHjPA,89109,71,10:0-23:0,10:0-3:0,10:0-23:0,10:0-23:0,10:0-23:0,8:0-3:0,8:0-23:0
Taco Bell,Cleveland,OH,2,7424 Brookpark Rd,ZzGaVbyam1AhZFW928-95A,44129,12,7:0-5:0,7:0-5:0,7:0-5:0,7:0-5:0,7:0-5:0,7:0-5:0,7:0-5:0
Chen's Chinese Bistro,Chandler,AZ,4,"990 E Riggs Rd, Ste 9",PXxgRi0njZb_X_slCIjqSA,85249,86,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
India on Wheels,Pittsburgh,PA,4,4422 Bigelow Blvd,KCxdy3cm7H0jXnDhhPvBYw,15213,46,10:30-18:0,10:30-18:0,10:30-18:0,10:30-18:0,10:30-18:0,CLOSED,CLOSED
Bento Box,Phoenix,AZ,3.5,2501 W Happy Valley,qL7oHKdDd4eM2NIE4SFYAg,85085,135,16:30-20:30,16:30-20:30,16:30-20:30,16:30-20:30,11:0-18:0,12:0-20:30,12:0-20:30
Showcase BBQ,Pittsburgh,PA,4.5,6800 Frankstown Ave,n_knxbqwchwrpp1cZ8AZSw,15208,91,11:30-20:0,11:30-21:0,11:30-20:0,11:30-20:0,CLOSED,11:30-21:0,12:0-19:0
Safeway,Queen Creek,AZ,3,18495 E Queen Creek Rd,edVx0QuREJXwkSrodkpszQ,85242,24,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0
Smart & Final Extra,Las Vegas,NV,4,1941 N Decatur Blvd,TqrjjUITGu3FrFiMOjHK3w,89108,10,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0
Arcadia Tavern,Phoenix,AZ,3.5,4801 E Indian School Rd,l8k4gOEkfoLKq0mPVWHWGg,85018,431,11:0-23:0,11:0-0:0,11:0-23:0,11:0-23:0,11:0-23:0,9:0-0:0,9:0-22:0
Ronald's Donuts,Las Vegas,NV,4.5,4600 Spring Mountain Rd,QDeB3ZtWYzVJJ0KK-HM-PA,89102,807,4:0-16:0,4:0-16:0,4:0-16:0,4:0-16:0,4:0-16:0,5:0-16:0,5:0-14:0
El Pollo Loco,Henderson,NV,3,274 W Lake Mead Pkwy,QoKn3zRpDrBj3hCPYGDCSA,89015,52,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
Cookies by Design,Las Vegas,NV,4.5,"4001 S Decatur Blvd, Ste 17",vwpsor_zVUTJJkp301Dpog,89103,35,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,10:0-16:0,CLOSED
Lakeview Coffee,Scottsdale,AZ,4.5,"8300 N Hayden Rd, Ste E107",Wb6Q0YVcNghQ2w20hUYRoA,85258,266,6:30-18:0,6:30-18:0,6:30-18:0,6:30-18:0,6:30-18:0,6:30-18:0,6:30-18:0
Einstein Bros Bagels,Phoenix,AZ,2.5,4030 E Thunderbird Rd,sm_GANEfgouoVPsNKXNzDA,85032,68,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Pei Wei,Phoenix,AZ,3,10450 North 28th Dr,9RSgLa87uZTZKdTvxy2qyg,85051,67,11:0-21:0,11:0-22:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-21:0
Rosatis Pizza,Chandler,AZ,2,"3120 S Gilbert Rd, Ste 2",jsqIJomT833L-BAtm06Cuw,85286,72,15:0-21:0,11:0-22:0,15:0-21:0,15:0-21:0,15:0-21:0,11:0-22:0,11:0-21:0
Walmart,Las Vegas,NV,1.5,201 N Nellis Blvd,1DJNBnnrvdrHcuDgbGlmLQ,89110,48,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0
Domino's Pizza,Tempe,AZ,2.5,709 E Guadalupe Rd,PcEh92PK4vmbcDpPcGrsWw,85283,46,10:0-1:0,10:0-2:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-2:0,10:0-1:0
Sunny SnoBalls,Chandler,AZ,4.5,"980 E Pecos Rd, Ste 4",QiwzFRF83ZaA3vaSnqTE_g,85225,166,13:0-21:0,13:0-22:0,13:0-21:0,13:0-21:0,0:0-0:0,13:0-22:0,13:0-21:0
Persis Biryani Indian Grill,Charlotte,NC,4,"3130 Driwood Ct, Ste B",7mgNBuU68N5fzdG3JxN1XQ,28269,156,17:30-22:0,18:0-22:30,17:30-22:0,17:30-22:0,17:30-22:0,18:0-22:30,18:0-22:0
Florida Cafe Cuban Bar & Grill,Las Vegas,NV,3.5,1401 Las Vegas Blvd S,aGDo7GDN5YLvpYykpSLkbw,89104,408,8:30-22:0,8:30-22:0,8:30-22:0,8:30-22:0,8:30-22:0,8:30-22:0,8:30-22:0
201 Central,Wesley Chapel,NC,4,5939 Weddington-Monroe Rd,urnhzFRrWwik7UlDvcZhRA,28104,16,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,11:0-19:0
Bahama Buck's,Mesa,AZ,4.5,"2235 S Power Rd, Ste 111",QBLOdeMk7pd9IiH2zu79Ig,85209,86,12:0-22:0,12:0-23:0,12:0-22:0,12:0-22:0,12:0-22:0,11:0-23:0,CLOSED
Starbucks,Phoenix,AZ,2,1970 W Baseline Rd,JJJA-y6eUQZn55hmEONo5A,85041,15,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Four Peaks Grill & Tap,Scottsdale,AZ,4,"15745 N Hayden Rd, Ste D5-7",lpYFsXFrojiBZ1kbWR2lZw,85260,616,11:0-0:0,11:0-2:0,11:0-0:0,11:0-0:0,0:0-0:0,10:0-2:0,10:0-0:0
My Favorite Sweet Shoppe,Bridgeville,PA,5,1597 Washington Pike,CO7TpBuNFr_K0MTRaf9prw,15017,17,12:0-18:0,12:0-20:0,12:0-20:0,12:0-18:0,12:0-18:0,10:0-20:0,CLOSED
McDonald's,Monona,WI,2,2051 W Broadway,lG4NNpcPWYSmLKEfBagnTw,53713,15,5:0-23:0,5:0-0:0,5:0-23:0,5:0-23:0,5:0-23:0,5:0-0:0,5:0-23:0
The Place To Be,Lakewood,OH,4,1391 Warren Rd,pc8Zn3nuwm4o91vZgXTubA,44107,102,6:30-15:0,6:30-15:0,6:30-15:0,6:30-15:0,6:30-15:0,6:30-15:0,6:30-15:0
Starbucks,West Homestead,PA,3,270 West Bridge Street,sOz_dQwODw3DAu96QTUTCw,15120,36,5:30-22:0,6:0-22:0,5:30-21:0,5:30-21:0,5:30-21:0,6:0-20:0,5:30-21:0
Cafe Zupas,Avondale,AZ,3.5,10265 W McDowell Rd,EvgbRimNf0KLe6AsBlqsDQ,85392,110,11:0-21:0,11:0-22:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,CLOSED
VeggiEAT Xpress,Henderson,NV,4.5,390 N Stephanie St,SgoPKzmU5CjuD5ewuoJ7oQ,89014,250,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,0:0-0:0,11:0-21:0,11:0-18:0
The Coffee Bean & Tea Leaf,Henderson,NV,4,"2220 Village Walk Dr, Ste 140",Cj13NDs_jWzU00Lx14F9OQ,89052,107,6:0-21:0,6:0-22:0,6:0-21:0,6:0-21:0,6:0-21:0,7:0-22:0,7:0-21:0
Sonic Drive-In,Concord,NC,3,296 Hwy 29 N,2WIAxl7AmKSWMhDdZ8rCBg,28025,14,7:0-2:0,7:0-2:0,7:0-1:0,7:0-1:0,7:0-1:0,7:0-2:0,8:0-1:0
Heinen's Grocery Store,Brecksville,OH,4,8383 Chippewa Rd,ciUD4ADL46C8dJzms6lkEA,44141,20,8:0-20:30,8:0-20:30,8:0-20:30,8:0-20:30,8:0-20:30,8:0-20:30,8:0-18:0
Raising Cane's,Las Vegas,NV,4,7135 S Rainbow Blvd,gwYt_q3Ob7aQJIefIBsZiQ,89118,295,9:0-1:30,9:0-1:30,9:0-1:30,9:0-1:30,9:0-1:30,9:0-1:30,9:0-1:30
The Sweet Fix Bakery,Cleveland Heights,OH,5,2307 Lee Rd,5yLYMBJRHWRj2wlbjKFwQA,44118,14,9:0-17:0,9:0-20:0,9:0-17:0,9:0-17:0,CLOSED,12:0-18:0,CLOSED
McDonald's,Pittsburgh,PA,1.5,801 Allegheny Ave,trpUpkB4lxReIhfr60hlww,15233,26,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Crimson Cup Coffee and Tea,Tallmadge,OH,4.5,116 Tallmadge Cir,kKGiviPBH3UJ0xRmzc7jmg,44278,17,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,7:0-19:0
Sibling Revelry Brewing,Westlake,OH,4.5,29305 Clemens Rd,tXQQ2_fbF7d4FKKODrJFCQ,44145,62,16:0-22:0,16:0-23:0,16:0-22:0,16:0-22:0,16:0-22:0,12:0-23:0,12:0-21:0
Press Coffee,Tempe,AZ,4.5,1221 E Apache Blvd,2nFwsGBpikkDh74biLfeaA,85281,34,6:30-17:0,6:30-17:0,6:30-17:0,6:30-17:0,6:30-17:0,6:30-17:0,7:30-17:0
Subway,Phoenix,AZ,3,"715 E Bell Rd, Ste 4",5Aa43lrbSNCuXHz1Vpt-Ag,85022,14,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Caterology,Bedford Heights,OH,5,23050 Miles Rd,TKWAmdinVT1EaofFwX0C5Q,44128,11,7:0-18:30,7:0-16:0,7:0-18:30,7:0-18:30,7:0-18:30,9:0-16:0,9:0-16:0
Empire Pizza & Bar,Fort Mill,SC,3,1504 Carolina Pl Dr,LWcn5_F8c5iDLvVCootw3A,29708,124,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
Tropical Smoothie Cafe,Las Vegas,NV,2,3565 Rainbow Boulevard,OzPSwxV8AH2S5KvoBTjH5Q,89147,67,6:0-2:0,6:0-2:0,6:0-2:0,6:0-2:0,6:0-2:0,6:0-2:0,6:0-2:0
Native Grill & Wings,Avondale,AZ,2.5,10220 W McDowell,V_jxQeTY-HU0KnSp2zmHtQ,85392,145,11:0-22:0,11:0-2:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-2:0,11:0-22:0
Subway,Pittsburgh,PA,2.5,418 S Craig St,W5LqZikASAOuLFeFveWpPw,15213,21,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
El Super,Las Vegas,NV,3.5,4610 W Sahara Ave,J-vIgY37hcIE9XAQDx2a0Q,89102,20,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0
Jimmy John's,Medina,OH,3.5,240 N Court St,T6DLOnlZI015fkdZoELCeA,44256,10,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Fry's & Fry's Marketplace,Scottsdale,AZ,3.5,6080 E Thomas Rd,yfOZQbWGYX2BaGa3VLkdZw,85251,11,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Gyro Guys,Cleveland,OH,4.5,4348 Pearl Rd,G_CW38j3t6VOZiiYtJQvng,44109,49,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-16:0,CLOSED
Spirits In Willoughby,Willoughby,OH,3.5,3872 Erie St,NTm_Qn2wW3W3zKtFO-PWrw,44094,11,14:0-0:0,12:0-0:0,14:0-22:0,14:0-22:0,0:0-0:0,12:0-0:0,12:0-18:0
Pho King Food Truck,Scottsdale,AZ,3,8018 E Thomas Rd,7Gn0NmZIagfY7JlfwuEJnw,85251,81,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,0:0-0:0,11:0-21:0,11:0-21:0
World Market,Matthews,NC,4,"10530 Northeast Pkwy, Suite L",zBEOClp7xA389InKFNBjkg,28105,21,9:0-21:0,9:0-21:0,9:0-21:0,10:0-19:0,9:0-19:0,9:0-21:0,9:0-21:0
The Coffee Tree Roasters,Pittsburgh,PA,3.5,299 Beverly Rd,QYt6hKIEkwaBtIaemaZAsQ,15216,30,5:30-22:0,5:30-22:0,5:30-22:0,5:30-22:0,5:30-22:0,5:30-22:0,5:30-22:0
Pokedon,Tempe,AZ,4.5,"1753 E Broadway Rd, Ste 103",3MdLnbpkvTcsKkMszUv_3g,85282,239,11:0-21:0,15:0-21:0,11:0-21:0,11:0-21:0,0:0-0:0,11:0-21:0,12:0-20:0
Starbucks,Las Vegas,NV,4.5,7151 W Craig Rd,mXA3MeNsPYkmZBaOyh3qfg,89129,11,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0
Sa-Bai Thong,Madison,WI,3.5,2840 University Ave,lqtybK6_GjSqhK8U55Mc7w,53705,140,11:0-21:0,11:0-21:30,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:30,11:0-21:0
Little Caesars Pizza,Phoenix,AZ,2,"3202 E Greenway, Ste 1629",2F2xrnxCJ_WdXfWGxJcn_g,85032,21,10:30-22:0,10:30-23:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-23:0,10:30-22:0
Taco Bell,Phoenix,AZ,3,9019 N 19th Ave.,yjUgQXvycpnH9-lfBA2sgA,85021,17,9:0-0:0,9:0-2:0,9:0-0:0,9:0-0:0,9:0-0:0,10:0-0:0,10:0-0:0
KFC,Mesa,AZ,1.5,1950 W Baseline Rd,S4rayoybNSbkmUBpozG_2A,85202,30,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
Sonic Drive-In,Mayfield Heights,OH,2,5836 Mayfield Rd,WF2DG7R_a0EflFqWIxzUXQ,44124,71,8:0-22:0,8:0-0:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-0:0,8:0-22:0
Simi's Cafe,Gilbert,AZ,4.5,"2401 E Baseline Rd, Ste 118",W9y-Bl9030-rmfxSTmUD_g,85234,568,10:0-20:0,10:0-21:0,10:0-20:0,10:0-20:0,10:0-20:0,11:0-21:0,CLOSED
Regency Wine Sellers & Wine Bar,Fairlawn,OH,4.5,115 Ghent Rd,c3DWxUN-pBUe2EgUeI7eGw,44333,25,11:0-22:0,11:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-0:0,CLOSED
Sonic Drive-In,Mesa,AZ,1.5,4450 E Brown Rd,N0XLFVLBqOhRAOMjTVlpzQ,85205,16,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0
Pho Viet Vietnamese Restaurant,Glendale,AZ,4,4232 W Bell Rd,2Gh1Etnpn_BDy72hOXmCtg,85308,492,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
Wendy's,Las Vegas,NV,2,1151 S Rainbow Blvd,sNn7E_l6jb2WXyzUd-j7Kw,89146,31,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Provision Coffee Bar,Chandler,AZ,4.5,"2100 S Gilbert Rd, Ste 22, Palette Collective",yDtVs0NnuYdYwsUHfQWmZw,85286,116,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,0:0-0:0,8:0-18:0,8:0-18:0
Vagabond Food truck,Elizabeth,PA,3,,tT4QuynwNXkXWCLUZx3wEA,15037,19,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
El Fogon Dominican Restaurant,Gastonia,NC,2.5,209 S Chestnut St,GhtU72F7z39RFOfpeoqVRQ,28054,11,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Stack'd Burgers & Beer - Oakland,Pittsburgh,PA,3.5,3716 Forbes Ave,L5OapgBUzqueHjuBhEQwsw,15213,107,11:30-23:0,11:30-0:0,11:30-23:0,11:30-23:0,0:0-0:0,11:30-15:0,11:30-23:0
Jamba Juice,Tempe,AZ,3.5,1827 E Guadalupe Rd,iUaxM9t-ZcdTjI2Zx_3vEQ,85283,46,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,7:0-21:0,8:0-20:0
Mixers Ice Cream & Boba,Las Vegas,NV,4.5,"5625 S Rainbow Blvd, Ste D",VmspRdKauEargr8YX1oL-Q,89118,162,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,0:0-0:0,11:30-21:0,12:0-21:0
Dairy Queen,Henderson,NV,2,240 E Lake Mead Pkwy,zIpW3YlE9fFwyWOT5HGI6A,89015,41,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
Wendy's,Henderson,NV,2,603 W Lake Mead Pkwy,1T1E5g1e-94becqAzvbLDQ,89015,28,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Corner Mercantile,Pittsburgh,PA,4.5,472 Wood St,ZYcBEhCSfbLOUM9JbHB9FA,15222,30,7:30-18:0,7:30-17:30,7:30-18:0,7:30-18:0,7:30-18:0,CLOSED,CLOSED
